Lake.Name,Counted.By,Date.Sampled,Host.Species,Parasite,Egg.Number
Appleton,KJM,6/2/2022,Retrocurva,Coke,0
Appleton,KJM,6/2/2022,Retrocurva,Brood,0
Appleton,KJM,6/2/2022,Ambigua,Uninfected,0
Appleton,KJM,6/2/2022,Ambigua,Uninfected,2
Appleton,KJM,6/2/2022,Ambigua,Uninfected,1
Appleton,KJM,6/2/2022,Ambigua,Uninfected,0
Appleton,KJM,6/2/2022,Ambigua,Uninfected,2
Appleton,KJM,6/2/2022,Ambigua,Uninfected,0
Appleton,KJM,6/2/2022,Ambigua,Uninfected,2
Appleton,KJM,6/2/2022,Ambigua,Uninfected,2
Appleton,KJM,6/2/2022,Ambigua,Uninfected,0
Appleton,KJM,6/2/2022,Ambigua,Uninfected,0
Appleton,KJM,6/2/2022,Ambigua,Uninfected,1
Appleton,KJM,6/2/2022,Ambigua,Uninfected,0
Appleton,KJM,6/2/2022,Ambigua,Uninfected,1
Appleton,KJM,6/2/2022,Ambigua,Uninfected,1
Appleton,KJM,6/2/2022,Ambigua,Uninfected,2
Appleton,KJM,6/2/2022,Ambigua,Uninfected,0
Appleton,KJM,6/2/2022,Ambigua,Uninfected,0
Appleton,KJM,6/2/2022,Ambigua,Uninfected,0
Appleton,KJM,6/2/2022,Ambigua,Uninfected,0
Appleton,KJM,6/2/2022,Ambigua,Uninfected,0
Appleton,KJM,6/2/2022,Ambigua,Uninfected,0
Appleton,KJM,6/2/2022,Ambigua,Uninfected,0
Appleton,KJM,6/2/2022,Ambigua,Uninfected,0
Appleton,KJM,6/2/2022,Ambigua,Uninfected,0
Appleton,KJM,6/2/2022,Ambigua,Uninfected,0
Appleton,KJM,6/2/2022,Ambigua,Uninfected,0
Appleton,KJM,6/2/2022,Ambigua,Uninfected,0
Appleton,KJM,6/2/2022,Ambigua,Uninfected,1
Appleton,KJM,6/2/2022,Ambigua,Uninfected,2
Appleton,KJM,6/2/2022,Ambigua,Uninfected,2
Appleton,KJM,6/2/2022,Ambigua,Uninfected,2
Appleton,KJM,6/2/2022,Ambigua,Uninfected,0
Appleton,KJM,6/2/2022,Ambigua,Uninfected,0
Appleton,KJM,6/2/2022,Ambigua,Uninfected,0
Appleton,KJM,6/2/2022,Ambigua,Uninfected,0
Appleton,KJM,6/2/2022,Ambigua,Uninfected,0
Appleton,KJM,6/2/2022,Ambigua,Uninfected,0
Appleton,KJM,6/2/2022,Ambigua,Uninfected,0
Appleton,KJM,6/2/2022,Ambigua,Uninfected,0
Appleton,KJM,6/2/2022,Ambigua,Uninfected,0
Appleton,KJM,6/2/2022,Ambigua,Uninfected,0
Appleton,KJM,6/2/2022,Ambigua,Uninfected,1
Appleton,KJM,6/2/2022,Ambigua,Uninfected,e
Appleton,KJM,6/2/2022,Ambigua,Uninfected,e
Appleton,KJM,6/2/2022,Ambigua,Uninfected,0
Appleton,KJM,6/2/2022,Ambigua,Uninfected,e
Appleton,KJM,6/2/2022,Ambigua,Uninfected,e
Appleton,KJM,6/2/2022,Ambigua,Uninfected,0
Appleton,KJM,6/2/2022,Ambigua,Uninfected,2
Appleton,KJM,6/2/2022,Ambigua,Uninfected,3
Appleton,KJM,6/2/2022,Ambigua,Uninfected,0
Appleton,KJM,6/2/2022,Ambigua,Uninfected,0
Appleton,KJM,6/2/2022,Ambigua,Uninfected,1
Appleton,KJM,6/2/2022,Ambigua,Uninfected,0
Appleton,KJM,6/2/2022,Ambigua,Uninfected,0
Appleton,KJM,6/2/2022,Ambigua,Uninfected,0
Appleton,KJM,6/2/2022,Ambigua,Uninfected,0
Appleton,KJM,6/2/2022,Ambigua,Spiro,2
Appleton,KJM,6/2/2022,Ambigua,Spiro,0
Appleton,KJM,6/2/2022,Ambigua,Spiro,0
Appleton,KJM,6/2/2022,Ambigua,Spiro,e
Appleton,KJM,6/2/2022,Ambigua,Spiro,1
Appleton,KJM,6/2/2022,Ambigua,Spiro,1
Appleton,KJM,6/2/2022,Ambigua,Spiro,2
Appleton,KJM,6/2/2022,Ambigua,Spiro,0
Appleton,KJM,6/2/2022,Ambigua,Spiro,0
Appleton,KJM,6/2/2022,Ambigua,Spiro,0
Appleton,KJM,6/2/2022,Ambigua,Spiro,0
Appleton,KJM,6/2/2022,Ambigua,Spiro,2
Appleton,KJM,6/2/2022,Ambigua,Spiro,2
Appleton,KJM,6/2/2022,Ambigua,Spiro,0
Appleton,KJM,6/2/2022,Ambigua,Spiro,1
Appleton,KJM,6/2/2022,Ambigua,Spiro,0
Appleton,KJM,6/2/2022,Ambigua,Spiro,e
Appleton,KJM,6/2/2022,Ambigua,Spiro,0
Appleton,KJM,6/2/2022,Ambigua,Spiro,0
Appleton,KJM,6/2/2022,Ambigua,Spiro,1
Appleton,KJM,6/2/2022,Ambigua,Spiro,2
Appleton,KJM,6/2/2022,Ambigua,Spiro,0
Appleton,KJM,6/2/2022,Ambigua,Spiro,0
Appleton,KJM,6/2/2022,Ambigua,Spiro,0
Appleton,KJM,6/2/2022,Ambigua,Spiro,1
Appleton,KJM,6/2/2022,Ambigua,Spiro,0
Appleton,KJM,6/2/2022,Ambigua,Spiro,3
Appleton,KJM,6/2/2022,Ambigua,Spiro,0
Appleton,KJM,6/2/2022,Ambigua,Spiro,0
Appleton,KJM,6/2/2022,Ambigua,Spiro,0
Appleton,KJM,6/2/2022,Ambigua,Coke,2
Appleton,KJM,6/2/2022,Ambigua,Coke,0
Appleton,KJM,6/2/2022,Ambigua,Coke,0
Appleton,KJM,6/2/2022,Ambigua,Coke,0
Appleton,KJM,6/2/2022,Ambigua,Coke,0
Appleton,KJM,6/2/2022,Ambigua,Coke,2
Appleton,KJM,6/2/2022,Ambigua,Coke,0
Appleton,KJM,6/2/2022,Ambigua,Coke,2
Appleton,KJM,6/2/2022,Ambigua,Coke,0
Appleton,KJM,6/2/2022,Ambigua,Coke,0
Appleton,KJM,6/2/2022,Ambigua,Coke,2
Appleton,KJM,6/2/2022,Ambigua,Coke,0
Appleton,KJM,6/2/2022,Ambigua,Coke,0
Appleton,KJM,6/2/2022,Ambigua,Brood,0
Appleton,KJM,6/2/2022,Ambigua,Brood,0
Appleton,KJM,6/2/2022,Ambigua,Brood,0
Appleton,KJM,6/2/2022,Dubia,Uninfected,2
Appleton,KJM,6/2/2022,Dubia,Uninfected,1
Appleton,KJM,6/2/2022,Dubia,Uninfected,0
Appleton,KJM,6/2/2022,Dubia,Uninfected,1
Appleton,KJM,6/2/2022,Dubia,Uninfected,1
Appleton,KJM,6/2/2022,Dubia,Uninfected,0
Appleton,KJM,6/2/2022,Dubia,Uninfected,0
Appleton,KJM,6/2/2022,Dubia,Uninfected,1
Appleton,KJM,6/2/2022,Dubia,Uninfected,3
Appleton,KJM,6/2/2022,Dubia,Uninfected,0
Appleton,KJM,6/2/2022,Dubia,Uninfected,1
Appleton,KJM,6/2/2022,Dubia,Uninfected,2
Appleton,KJM,6/2/2022,Dubia,Uninfected,0
Appleton,KJM,6/2/2022,Dubia,Uninfected,0
Appleton,KJM,6/2/2022,Dubia,Uninfected,0
Appleton,KJM,6/2/2022,Dubia,Uninfected,2
Appleton,KJM,6/2/2022,Dubia,Uninfected,0
Appleton,KJM,6/2/2022,Dubia,Uninfected,2
Appleton,KJM,6/2/2022,Dubia,Uninfected,2
Appleton,KJM,6/2/2022,Dubia,Uninfected,0
Appleton,KJM,6/2/2022,Dubia,Uninfected,1
Appleton,KJM,6/2/2022,Dubia,Uninfected,0
Appleton,KJM,6/2/2022,Dubia,Uninfected,0
Appleton,KJM,6/2/2022,Dubia,Uninfected,0
Appleton,KJM,6/2/2022,Dubia,Uninfected,0
Appleton,KJM,6/2/2022,Dubia,Coke,1
Appleton,KJM,6/2/2022,Pulicaria,Uninfected,0
Appleton,KJM,6/2/2022,Pulicaria,Uninfected,0
Appleton,KJM,6/2/2022,Pulicaria,Uninfected,0
Appleton,KJM,6/2/2022,Pulicaria,Uninfected,0
Appleton,KJM,6/2/2022,Pulicaria,Uninfected,3
Appleton,KJM,6/2/2022,Pulicaria,Uninfected,0
Appleton,KJM,6/2/2022,Pulicaria,Uninfected,0
Appleton,KJM,6/2/2022,Pulicaria,Uninfected,0
Appleton,KJM,6/2/2022,Pulicaria,Uninfected,0
Appleton,KJM,6/2/2022,Pulicaria,Uninfected,0
Appleton,KJM,6/2/2022,Pulicaria,Uninfected,0
Appleton,KJM,6/2/2022,Pulicaria,Uninfected,3
Appleton,KJM,6/2/2022,Pulicaria,Uninfected,0
Appleton,KJM,6/2/2022,Pulicaria,Uninfected,0
Appleton,KJM,6/2/2022,Pulicaria,Uninfected,3
Appleton,KJM,6/2/2022,Pulicaria,Uninfected,3
Appleton,KJM,6/2/2022,Pulicaria,Uninfected,0
Appleton,KJM,6/2/2022,Pulicaria,Uninfected,0
Appleton,KJM,6/2/2022,Pulicaria,Uninfected,0
Appleton,KJM,6/2/2022,Pulicaria,Uninfected,0
Appleton,KJM,6/2/2022,Pulicaria,Uninfected,0
Appleton,KJM,6/2/2022,Pulicaria,Uninfected,0
Appleton,KJM,6/2/2022,Pulicaria,Uninfected,0
Appleton,KJM,6/2/2022,Pulicaria,Uninfected,0
Appleton,KJM,6/2/2022,Pulicaria,Uninfected,0
Appleton,KJM,6/2/2022,Pulicaria,Uninfected,0
Appleton,KJM,6/2/2022,Pulicaria,Uninfected,2
Appleton,KJM,6/2/2022,Pulicaria,Uninfected,2
Appleton,KJM,6/2/2022,Pulicaria,Coke,0
Appleton,KJM,6/2/2022,Pulicaria,Spiro,0
Appleton,KJM,6/2/2022,Pulicaria,Spiro,2
Appleton,KJM,6/2/2022,Parvula,Uninfected,0
Appleton,KJM,6/2/2022,Parvula,Uninfected,0
Appleton,KJM,6/2/2022,Parvula,Uninfected,3
Appleton,KJM,6/2/2022,Parvula,Uninfected,2
Appleton,KJM,6/2/2022,Parvula,Uninfected,0
Appleton,KJM,6/2/2022,Parvula,Uninfected,0
Appleton,KJM,6/2/2022,Parvula,Uninfected,3
Appleton,KJM,6/2/2022,Parvula,Uninfected,0
Appleton,KJM,6/2/2022,Parvula,Uninfected,0
Appleton,KJM,6/2/2022,Parvula,Uninfected,0
Appleton,KJM,6/2/2022,Parvula,Uninfected,0
Appleton,KJM,6/2/2022,Parvula,Uninfected,0
Appleton,KJM,6/2/2022,Parvula,Uninfected,0
Appleton,KJM,6/2/2022,Parvula,Uninfected,0
Appleton,KJM,6/2/2022,Parvula,Uninfected,0
Appleton,KJM,6/2/2022,Parvula,Uninfected,0
Appleton,KJM,6/2/2022,Parvula,Uninfected,0
Appleton,KJM,6/2/2022,Parvula,Uninfected,0
Appleton,KJM,6/2/2022,Parvula,Uninfected,5
Appleton,KJM,6/2/2022,Parvula,Uninfected,2
Appleton,KJM,6/2/2022,Parvula,Uninfected,0
Appleton,KJM,6/2/2022,Parvula,Uninfected,0
Appleton,KJM,6/2/2022,Parvula,Uninfected,0
Appleton,KJM,6/2/2022,Parvula,Uninfected,0
Appleton,KJM,6/2/2022,Parvula,Uninfected,0
Appleton,KJM,6/2/2022,Parvula,Uninfected,0
Appleton,KJM,6/2/2022,Parvula,Uninfected,0
Appleton,KJM,6/2/2022,Parvula,Uninfected,0
Appleton,KJM,6/2/2022,Parvula,Uninfected,0
Appleton,KJM,6/2/2022,Parvula,Spiro,0
Appleton,KJM,6/2/2022,Parvula,Spiro,0
Appleton,KJM,6/2/2022,Parvula,Spiro,4
Appleton,KJM,6/2/2022,Parvula,Spiro,1
Appleton,KJM,6/2/2022,Parvula,Spiro,2
Appleton,KJM,6/2/2022,Parvula,Spiro,3
Appleton,KJM,6/2/2022,Parvula,Spiro,0
Appleton,KJM,6/2/2022,Parvula,Spiro,0
Appleton,KJM,6/2/2022,Parvula,Spiro,0
Appleton,KJM,6/2/2022,Parvula,Spiro,3
Appleton,KJM,6/2/2022,Parvula,Spiro,0
Appleton,KJM,6/2/2022,Parvula,Spiro,3
Appleton,KJM,6/2/2022,Parvula,Spiro,5
Appleton,KJM,6/2/2022,Parvula,Spiro,5
Appleton,KJM,6/2/2022,Parvula,Spiro,0
Appleton,KMM,7/13/2022,Dentifera,Uninfected,5
Appleton,KMM,7/13/2022,Dentifera,Uninfected,1
Appleton,KMM,7/13/2022,Dentifera,Uninfected,1
Appleton,KMM,7/13/2022,Dentifera,Uninfected,2
Appleton,KMM,7/13/2022,Dentifera,Uninfected,5
Appleton,KMM,7/13/2022,Dentifera,Uninfected,1
Appleton,KMM,7/13/2022,Dentifera,Uninfected,4
Appleton,KMM,7/13/2022,Dentifera,Uninfected,2
Appleton,KMM,7/13/2022,Dentifera,Uninfected,0
Appleton,KMM,7/13/2022,Dentifera,Uninfected,2
Appleton,KMM,7/13/2022,Dentifera,Uninfected,1
Appleton,KMM,7/13/2022,Dentifera,Uninfected,0
Appleton,KMM,7/13/2022,Dentifera,Uninfected,0
Appleton,KMM,7/13/2022,Dentifera,Uninfected,0
Appleton,KMM,7/13/2022,Dentifera,Uninfected,0
Appleton,KMM,7/13/2022,Dentifera,Uninfected,4
Appleton,KMM,7/13/2022,Dentifera,Uninfected,0
Appleton,KMM,7/13/2022,Dentifera,Uninfected,0
Appleton,KMM,7/13/2022,Dentifera,Uninfected,1
Appleton,KMM,7/13/2022,Dentifera,Uninfected,2
Appleton,KMM,7/13/2022,Dentifera,Uninfected,2
Appleton,KMM,7/13/2022,Dentifera,Uninfected,3
Appleton,KMM,7/13/2022,Dentifera,Uninfected,0
Appleton,KMM,7/13/2022,Dentifera,Uninfected,0
Appleton,KMM,7/13/2022,Dentifera,Uninfected,1
Appleton,KMM,7/13/2022,Dentifera,Uninfected,6
Appleton,KMM,7/13/2022,Dentifera,Uninfected,1
Appleton,KMM,7/13/2022,Dentifera,Uninfected,1
Appleton,KMM,7/13/2022,Dentifera,Uninfected,4
Appleton,KMM,7/13/2022,Dentifera,Uninfected,3
Appleton,KMM,7/13/2022,Dentifera,Uninfected,2
Appleton,KMM,7/13/2022,Dentifera,Uninfected,3
Appleton,KMM,7/13/2022,Retrocurva,Uninfected,2
Appleton,KMM,7/13/2022,Retrocurva,Uninfected,3
Appleton,KMM,7/13/2022,Retrocurva,Uninfected,0
Appleton,KMM,7/13/2022,Retrocurva,Uninfected,1
Appleton,KMM,7/13/2022,Retrocurva,Uninfected,1
Appleton,KMM,7/13/2022,Retrocurva,Uninfected,2
Appleton,KMM,7/13/2022,Retrocurva,Uninfected,1
Appleton,KMM,7/13/2022,Retrocurva,Uninfected,0
Appleton,KMM,7/13/2022,Retrocurva,Uninfected,0
Appleton,KMM,7/13/2022,Retrocurva,Uninfected,0
Appleton,KMM,7/13/2022,Retrocurva,Uninfected,0
Appleton,KMM,7/13/2022,Retrocurva,Uninfected,3
Appleton,KMM,7/13/2022,Retrocurva,Uninfected,1
Appleton,KMM,7/13/2022,Retrocurva,Uninfected,0
Appleton,KMM,7/13/2022,Retrocurva,Uninfected,0
Appleton,KMM,7/13/2022,Retrocurva,Uninfected,0
Appleton,KMM,7/13/2022,Retrocurva,Uninfected,0
Appleton,KMM,7/13/2022,Retrocurva,Uninfected,0
Appleton,KMM,7/13/2022,Retrocurva,Uninfected,0
Appleton,KMM,7/13/2022,Retrocurva,Uninfected,5
Appleton,KMM,7/13/2022,Retrocurva,Uninfected,2
Appleton,KMM,7/13/2022,Retrocurva,Uninfected,1
Appleton,KMM,7/13/2022,Retrocurva,Uninfected,2
Appleton,KMM,7/13/2022,Retrocurva,Uninfected,2
Appleton,KMM,7/13/2022,Retrocurva,Uninfected,1
Appleton,KMM,7/13/2022,Retrocurva,Uninfected,2
Appleton,KMM,7/13/2022,Retrocurva,Uninfected,2
Appleton,KMM,7/13/2022,Pulicaria,Uninfected,2
Appleton,KMM,7/13/2022,Pulicaria,Uninfected,3
Appleton,KMM,7/13/2022,Pulicaria,Uninfected,0
Appleton,KMM,7/13/2022,Pulicaria,Uninfected,3
Appleton,KMM,7/13/2022,Pulicaria,Uninfected,0
Appleton,KMM,7/13/2022,Pulicaria,Uninfected,0
Appleton,KMM,7/13/2022,Pulicaria,Uninfected,0
Appleton,KMM,7/13/2022,Pulicaria,Uninfected,0
Appleton,KMM,7/13/2022,Pulicaria,Uninfected,0
Appleton,KMM,7/13/2022,Pulicaria,Uninfected,2
Appleton,KMM,7/13/2022,Pulicaria,Uninfected,3
Appleton,KMM,7/13/2022,Pulicaria,Uninfected,0
Appleton,KMM,7/13/2022,Pulicaria,Uninfected,1
Appleton,KMM,7/13/2022,Pulicaria,Uninfected,0
Appleton,KMM,7/13/2022,Pulicaria,Uninfected,0
Appleton,KMM,7/13/2022,Pulicaria,Uninfected,1
Appleton,KMM,7/13/2022,Pulicaria,Uninfected,3
Appleton,KMM,7/13/2022,Pulicaria,Uninfected,0
Appleton,KMM,7/13/2022,Pulicaria,Uninfected,0
Appleton,KMM,7/13/2022,Pulicaria,Uninfected,5
Appleton,KMM,7/13/2022,Pulicaria,Uninfected,0
Appleton,KMM,7/13/2022,Pulicaria,Uninfected,2
Appleton,KMM,7/13/2022,Pulicaria,Uninfected,3
Appleton,KMM,7/13/2022,Pulicaria,Coke,0
Appleton,KMM,7/13/2022,Pulicaria,Coke,0
Appleton,KMM,7/13/2022,Pulicaria,Coke,0
Appleton,MKD,7/27/2022,Dentifera,Uninfected,3
Appleton,MKD,7/27/2022,Dentifera,Uninfected,2
Appleton,MKD,7/27/2022,Dentifera,Uninfected,2
Appleton,MKD,7/27/2022,Dentifera,Uninfected,5
Appleton,MKD,7/27/2022,Dentifera,Uninfected,2
Appleton,MKD,7/27/2022,Dentifera,Uninfected,4
Appleton,MKD,7/27/2022,Dentifera,Uninfected,2
Appleton,MKD,7/27/2022,Dentifera,Uninfected,4
Appleton,MKD,7/27/2022,Dentifera,Uninfected,1
Appleton,MKD,7/27/2022,Dentifera,Uninfected,4
Appleton,MKD,7/27/2022,Dentifera,Uninfected,3
Appleton,MKD,7/27/2022,Dentifera,Uninfected,3
Appleton,MKD,7/27/2022,Dentifera,Uninfected,2
Appleton,MKD,7/27/2022,Dentifera,Coke,0
Appleton,MKD,7/27/2022,Dentifera,Coke,2
Appleton,MKD,7/27/2022,Dentifera,Coke,0
Appleton,MKD,7/27/2022,Dentifera,Coke,0
Appleton,MKD,7/27/2022,Dentifera,Coke,6
Appleton,MKD,7/27/2022,Dentifera,Coke,3
Appleton,MKD,7/27/2022,Dentifera,Coke,3
Appleton,MKD,7/27/2022,Retrocurva,Uninfected,1
Appleton,MKD,7/27/2022,Retrocurva,Uninfected,1
Appleton,MKD,7/27/2022,Retrocurva,Uninfected,3
Appleton,MKD,7/27/2022,Retrocurva,Uninfected,0
Appleton,MKD,7/27/2022,Retrocurva,Uninfected,0
Appleton,MKD,7/27/2022,Retrocurva,Uninfected,1
Appleton,MKD,7/27/2022,Retrocurva,Uninfected,0
Appleton,MKD,7/27/2022,Retrocurva,Uninfected,1
Appleton,MKD,7/27/2022,Retrocurva,Uninfected,1
Appleton,MKD,7/27/2022,Retrocurva,Uninfected,2
Appleton,MKD,7/27/2022,Retrocurva,Uninfected,2
Appleton,MKD,7/27/2022,Retrocurva,Uninfected,0
Appleton,MKD,7/27/2022,Retrocurva,Uninfected,1
Appleton,MKD,7/27/2022,Retrocurva,Uninfected,1
Appleton,MKD,7/27/2022,Retrocurva,Uninfected,1
Appleton,MKD,7/27/2022,Retrocurva,Uninfected,1
Appleton,MKD,7/27/2022,Retrocurva,Uninfected,1
Appleton,MKD,7/27/2022,Retrocurva,Uninfected,2
Appleton,MKD,7/27/2022,Retrocurva,Uninfected,2
Appleton,MKD,7/27/2022,Retrocurva,Uninfected,0
Appleton,MKD,7/27/2022,Retrocurva,Uninfected,3
Appleton,MKD,7/27/2022,Retrocurva,Uninfected,2
Appleton,MKD,7/27/2022,Retrocurva,Uninfected,1
Appleton,MKD,7/27/2022,Ambigua,Uninfected,0
Appleton,MKD,7/27/2022,Ambigua,Spiro,0
Appleton,MKD,7/27/2022,Dubia,Uninfected,1
Appleton,MKD,7/27/2022,Dubia,Uninfected,0
Appleton,MKD,7/27/2022,Dubia,Uninfected,0
Appleton,MKD,7/27/2022,Dubia,Uninfected,0
Appleton,MKD,7/27/2022,Dubia,Uninfected,0
Appleton,MKD,7/27/2022,Dubia,Uninfected,1
Appleton,MKD,7/27/2022,Dubia,Uninfected,0
Appleton,MKD,7/27/2022,Dubia,Uninfected,0
Appleton,MKD,7/27/2022,Dubia,Uninfected,1
Appleton,MKD,7/27/2022,Dubia,Uninfected,0
Appleton,MKD,7/27/2022,Dubia,Uninfected,1
Appleton,MKD,7/27/2022,Dubia,Uninfected,0
Appleton,MKD,7/27/2022,Dubia,Uninfected,1
Appleton,MKD,7/27/2022,Dubia,Uninfected,0
Appleton,MKD,7/27/2022,Dubia,Uninfected,1
Appleton,MKD,7/27/2022,Dubia,Uninfected,1
Appleton,MKD,7/27/2022,Dubia,Uninfected,1
Appleton,MKD,7/27/2022,Dubia,Uninfected,1
Appleton,MKD,7/27/2022,Dubia,Uninfected,1
Appleton,MKD,7/27/2022,Dubia,Uninfected,0
Appleton,MKD,7/27/2022,Dubia,Uninfected,0
Appleton,MKD,7/27/2022,Dubia,Uninfected,1
Appleton,MKD,7/27/2022,Dubia,Coke,2
Appleton,MKD,7/27/2022,Pulicaria,Uninfected,0
Appleton,MKD,7/27/2022,Pulicaria,Uninfected,5
Appleton,MKD,7/27/2022,Pulicaria,Uninfected,4
Appleton,MKD,7/27/2022,Pulicaria,Uninfected,0
Appleton,MKD,7/27/2022,Pulicaria,Uninfected,2
Appleton,MKD,7/27/2022,Pulicaria,Uninfected,0
Appleton,MKD,7/27/2022,Pulicaria,Uninfected,3
Appleton,MKD,7/27/2022,Pulicaria,Uninfected,3
Appleton,MKD,7/27/2022,Pulicaria,Uninfected,4
Appleton,MKD,7/27/2022,Pulicaria,Uninfected,4
Appleton,MKD,7/27/2022,Pulicaria,Uninfected,4
Appleton,MKD,7/27/2022,Pulicaria,Uninfected,4
Appleton,MKD,7/27/2022,Pulicaria,Uninfected,2
Appleton,MKD,7/27/2022,Pulicaria,Uninfected,3
Appleton,MKD,7/27/2022,Pulicaria,Uninfected,4
Appleton,MKD,7/27/2022,Pulicaria,Uninfected,0
Appleton,MKD,7/27/2022,Pulicaria,Uninfected,6
Appleton,MKD,7/27/2022,Pulicaria,Uninfected,6
Appleton,MKD,7/27/2022,Pulicaria,Uninfected,1
Appleton,MKD,7/27/2022,Pulicaria,Uninfected,0
Appleton,MKD,7/27/2022,Pulicaria,Uninfected,0
Appleton,MKD,7/27/2022,Pulicaria,Uninfected,3
Appleton,MKD,7/27/2022,Pulicaria,Uninfected,0
Appleton,MKD,7/27/2022,Pulicaria,Coke,5
Appleton,MKD,7/27/2022,Pulicaria,Coke,3
Appleton,MKD,7/27/2022,Pulicaria,Spiro,2
Appleton,MKD,7/27/2022,Parvula,Uninfected,0
Appleton,MKD,7/27/2022,Parvula,Uninfected,2
Appleton,KJM,8/10/2022,Dentifera,Uninfected,4
Appleton,KJM,8/10/2022,Dentifera,Uninfected,2
Appleton,KJM,8/10/2022,Dentifera,Uninfected,4
Appleton,KJM,8/10/2022,Dentifera,Uninfected,2
Appleton,KJM,8/10/2022,Dentifera,Uninfected,0
