"Lake.Name","Counted.By","Date.Sampled","Host.Species","Parasite","Egg.Number","julian"
"Appleton","KJM","2022-06-02","Retrocurva","Uninfected","0",153
"Appleton","KJM","2022-06-02","Retrocurva","Uninfected","0",153
"Appleton","KJM","2022-06-02","Retrocurva","Uninfected","0",153
"Appleton","KJM","2022-06-02","Retrocurva","Uninfected","0",153
"Appleton","KJM","2022-06-02","Retrocurva","Uninfected","0",153
"Appleton","KJM","2022-06-02","Retrocurva","Uninfected","0",153
"Appleton","KJM","2022-06-02","Retrocurva","Uninfected","0",153
"Appleton","KJM","2022-06-02","Retrocurva","Uninfected","0",153
"Appleton","KJM","2022-06-02","Retrocurva","Spiro","0",153
"Appleton","KJM","2022-06-02","Retrocurva","Spiro","1",153
"Appleton","KJM","2022-06-02","Retrocurva","Spiro","0",153
"Appleton","KJM","2022-06-02","Retrocurva","Spiro","0",153
"Appleton","KJM","2022-06-02","Retrocurva","Spiro","0",153
"Appleton","KJM","2022-06-02","Retrocurva","Spiro","0",153
"Appleton","KJM","2022-06-02","Retrocurva","Spiro","0",153
"Appleton","KJM","2022-06-02","Retrocurva","Coke","0",153
"Appleton","KJM","2022-06-02","Retrocurva","Brood","0",153
"Appleton","KJM","2022-06-02","Ambigua","Uninfected","0",153
"Appleton","KJM","2022-06-02","Ambigua","Uninfected","2",153
"Appleton","KJM","2022-06-02","Ambigua","Uninfected","1",153
"Appleton","KJM","2022-06-02","Ambigua","Uninfected","0",153
"Appleton","KJM","2022-06-02","Ambigua","Uninfected","2",153
"Appleton","KJM","2022-06-02","Ambigua","Uninfected","0",153
"Appleton","KJM","2022-06-02","Ambigua","Uninfected","2",153
"Appleton","KJM","2022-06-02","Ambigua","Uninfected","2",153
"Appleton","KJM","2022-06-02","Ambigua","Uninfected","0",153
"Appleton","KJM","2022-06-02","Ambigua","Uninfected","0",153
"Appleton","KJM","2022-06-02","Ambigua","Uninfected","1",153
"Appleton","KJM","2022-06-02","Ambigua","Uninfected","0",153
"Appleton","KJM","2022-06-02","Ambigua","Uninfected","1",153
"Appleton","KJM","2022-06-02","Ambigua","Uninfected","1",153
"Appleton","KJM","2022-06-02","Ambigua","Uninfected","2",153
"Appleton","KJM","2022-06-02","Ambigua","Uninfected","0",153
"Appleton","KJM","2022-06-02","Ambigua","Uninfected","0",153
"Appleton","KJM","2022-06-02","Ambigua","Uninfected","0",153
"Appleton","KJM","2022-06-02","Ambigua","Uninfected","0",153
"Appleton","KJM","2022-06-02","Ambigua","Uninfected","0",153
"Appleton","KJM","2022-06-02","Ambigua","Uninfected","0",153
"Appleton","KJM","2022-06-02","Ambigua","Uninfected","0",153
"Appleton","KJM","2022-06-02","Ambigua","Uninfected","0",153
"Appleton","KJM","2022-06-02","Ambigua","Uninfected","0",153
"Appleton","KJM","2022-06-02","Ambigua","Uninfected","0",153
"Appleton","KJM","2022-06-02","Ambigua","Uninfected","0",153
"Appleton","KJM","2022-06-02","Ambigua","Uninfected","0",153
"Appleton","KJM","2022-06-02","Ambigua","Uninfected","1",153
"Appleton","KJM","2022-06-02","Ambigua","Uninfected","2",153
"Appleton","KJM","2022-06-02","Ambigua","Uninfected","2",153
"Appleton","KJM","2022-06-02","Ambigua","Uninfected","2",153
"Appleton","KJM","2022-06-02","Ambigua","Uninfected","0",153
"Appleton","KJM","2022-06-02","Ambigua","Uninfected","0",153
"Appleton","KJM","2022-06-02","Ambigua","Uninfected","0",153
"Appleton","KJM","2022-06-02","Ambigua","Uninfected","0",153
"Appleton","KJM","2022-06-02","Ambigua","Uninfected","0",153
"Appleton","KJM","2022-06-02","Ambigua","Uninfected","0",153
"Appleton","KJM","2022-06-02","Ambigua","Uninfected","0",153
"Appleton","KJM","2022-06-02","Ambigua","Uninfected","0",153
"Appleton","KJM","2022-06-02","Ambigua","Uninfected","0",153
"Appleton","KJM","2022-06-02","Ambigua","Uninfected","0",153
"Appleton","KJM","2022-06-02","Ambigua","Uninfected","1",153
"Appleton","KJM","2022-06-02","Ambigua","Uninfected","e",153
"Appleton","KJM","2022-06-02","Ambigua","Uninfected","e",153
"Appleton","KJM","2022-06-02","Ambigua","Uninfected","0",153
"Appleton","KJM","2022-06-02","Ambigua","Uninfected","e",153
"Appleton","KJM","2022-06-02","Ambigua","Uninfected","e",153
"Appleton","KJM","2022-06-02","Ambigua","Uninfected","0",153
"Appleton","KJM","2022-06-02","Ambigua","Uninfected","2",153
"Appleton","KJM","2022-06-02","Ambigua","Uninfected","3",153
"Appleton","KJM","2022-06-02","Ambigua","Uninfected","0",153
"Appleton","KJM","2022-06-02","Ambigua","Uninfected","0",153
"Appleton","KJM","2022-06-02","Ambigua","Uninfected","1",153
"Appleton","KJM","2022-06-02","Ambigua","Uninfected","0",153
"Appleton","KJM","2022-06-02","Ambigua","Uninfected","0",153
"Appleton","KJM","2022-06-02","Ambigua","Uninfected","0",153
"Appleton","KJM","2022-06-02","Ambigua","Uninfected","0",153
"Appleton","KJM","2022-06-02","Ambigua","Spiro","2",153
"Appleton","KJM","2022-06-02","Ambigua","Spiro","0",153
"Appleton","KJM","2022-06-02","Ambigua","Spiro","0",153
"Appleton","KJM","2022-06-02","Ambigua","Spiro","e",153
"Appleton","KJM","2022-06-02","Ambigua","Spiro","1",153
"Appleton","KJM","2022-06-02","Ambigua","Spiro","1",153
"Appleton","KJM","2022-06-02","Ambigua","Spiro","2",153
"Appleton","KJM","2022-06-02","Ambigua","Spiro","0",153
"Appleton","KJM","2022-06-02","Ambigua","Spiro","0",153
"Appleton","KJM","2022-06-02","Ambigua","Spiro","0",153
"Appleton","KJM","2022-06-02","Ambigua","Spiro","0",153
"Appleton","KJM","2022-06-02","Ambigua","Spiro","2",153
"Appleton","KJM","2022-06-02","Ambigua","Spiro","2",153
"Appleton","KJM","2022-06-02","Ambigua","Spiro","0",153
"Appleton","KJM","2022-06-02","Ambigua","Spiro","1",153
"Appleton","KJM","2022-06-02","Ambigua","Spiro","0",153
"Appleton","KJM","2022-06-02","Ambigua","Spiro","e",153
"Appleton","KJM","2022-06-02","Ambigua","Spiro","0",153
"Appleton","KJM","2022-06-02","Ambigua","Spiro","0",153
"Appleton","KJM","2022-06-02","Ambigua","Spiro","1",153
"Appleton","KJM","2022-06-02","Ambigua","Spiro","2",153
"Appleton","KJM","2022-06-02","Ambigua","Spiro","0",153
"Appleton","KJM","2022-06-02","Ambigua","Spiro","0",153
"Appleton","KJM","2022-06-02","Ambigua","Spiro","0",153
"Appleton","KJM","2022-06-02","Ambigua","Spiro","1",153
"Appleton","KJM","2022-06-02","Ambigua","Spiro","0",153
"Appleton","KJM","2022-06-02","Ambigua","Spiro","3",153
"Appleton","KJM","2022-06-02","Ambigua","Spiro","0",153
"Appleton","KJM","2022-06-02","Ambigua","Spiro","0",153
"Appleton","KJM","2022-06-02","Ambigua","Spiro","0",153
"Appleton","KJM","2022-06-02","Ambigua","Coke","2",153
"Appleton","KJM","2022-06-02","Ambigua","Coke","0",153
"Appleton","KJM","2022-06-02","Ambigua","Coke","0",153
"Appleton","KJM","2022-06-02","Ambigua","Coke","0",153
"Appleton","KJM","2022-06-02","Ambigua","Coke","0",153
"Appleton","KJM","2022-06-02","Ambigua","Coke","2",153
"Appleton","KJM","2022-06-02","Ambigua","Coke","0",153
"Appleton","KJM","2022-06-02","Ambigua","Coke","2",153
"Appleton","KJM","2022-06-02","Ambigua","Coke","0",153
"Appleton","KJM","2022-06-02","Ambigua","Coke","0",153
"Appleton","KJM","2022-06-02","Ambigua","Coke","2",153
"Appleton","KJM","2022-06-02","Ambigua","Coke","0",153
"Appleton","KJM","2022-06-02","Ambigua","Coke","0",153
"Appleton","KJM","2022-06-02","Ambigua","Brood","0",153
"Appleton","KJM","2022-06-02","Ambigua","Brood","0",153
"Appleton","KJM","2022-06-02","Ambigua","Brood","0",153
"Appleton","KJM","2022-06-02","Dubia","Uninfected","2",153
"Appleton","KJM","2022-06-02","Dubia","Uninfected","1",153
"Appleton","KJM","2022-06-02","Dubia","Uninfected","0",153
"Appleton","KJM","2022-06-02","Dubia","Uninfected","1",153
"Appleton","KJM","2022-06-02","Dubia","Uninfected","1",153
"Appleton","KJM","2022-06-02","Dubia","Uninfected","0",153
"Appleton","KJM","2022-06-02","Dubia","Uninfected","0",153
"Appleton","KJM","2022-06-02","Dubia","Uninfected","1",153
"Appleton","KJM","2022-06-02","Dubia","Uninfected","3",153
"Appleton","KJM","2022-06-02","Dubia","Uninfected","0",153
"Appleton","KJM","2022-06-02","Dubia","Uninfected","1",153
"Appleton","KJM","2022-06-02","Dubia","Uninfected","2",153
"Appleton","KJM","2022-06-02","Dubia","Uninfected","0",153
"Appleton","KJM","2022-06-02","Dubia","Uninfected","0",153
"Appleton","KJM","2022-06-02","Dubia","Uninfected","0",153
"Appleton","KJM","2022-06-02","Dubia","Uninfected","2",153
"Appleton","KJM","2022-06-02","Dubia","Uninfected","0",153
"Appleton","KJM","2022-06-02","Dubia","Uninfected","2",153
"Appleton","KJM","2022-06-02","Dubia","Uninfected","2",153
"Appleton","KJM","2022-06-02","Dubia","Uninfected","0",153
"Appleton","KJM","2022-06-02","Dubia","Uninfected","1",153
"Appleton","KJM","2022-06-02","Dubia","Uninfected","0",153
"Appleton","KJM","2022-06-02","Dubia","Uninfected","0",153
"Appleton","KJM","2022-06-02","Dubia","Uninfected","0",153
"Appleton","KJM","2022-06-02","Dubia","Uninfected","0",153
"Appleton","KJM","2022-06-02","Dubia","Coke","1",153
"Appleton","KJM","2022-06-02","Pulicaria","Uninfected","0",153
"Appleton","KJM","2022-06-02","Pulicaria","Uninfected","0",153
"Appleton","KJM","2022-06-02","Pulicaria","Uninfected","0",153
"Appleton","KJM","2022-06-02","Pulicaria","Uninfected","0",153
"Appleton","KJM","2022-06-02","Pulicaria","Uninfected","3",153
"Appleton","KJM","2022-06-02","Pulicaria","Uninfected","0",153
"Appleton","KJM","2022-06-02","Pulicaria","Uninfected","0",153
"Appleton","KJM","2022-06-02","Pulicaria","Uninfected","0",153
"Appleton","KJM","2022-06-02","Pulicaria","Uninfected","0",153
"Appleton","KJM","2022-06-02","Pulicaria","Uninfected","0",153
"Appleton","KJM","2022-06-02","Pulicaria","Uninfected","0",153
"Appleton","KJM","2022-06-02","Pulicaria","Uninfected","3",153
"Appleton","KJM","2022-06-02","Pulicaria","Uninfected","0",153
"Appleton","KJM","2022-06-02","Pulicaria","Uninfected","0",153
"Appleton","KJM","2022-06-02","Pulicaria","Uninfected","3",153
"Appleton","KJM","2022-06-02","Pulicaria","Uninfected","3",153
"Appleton","KJM","2022-06-02","Pulicaria","Uninfected","0",153
"Appleton","KJM","2022-06-02","Pulicaria","Uninfected","0",153
"Appleton","KJM","2022-06-02","Pulicaria","Uninfected","0",153
"Appleton","KJM","2022-06-02","Pulicaria","Uninfected","0",153
"Appleton","KJM","2022-06-02","Pulicaria","Uninfected","0",153
"Appleton","KJM","2022-06-02","Pulicaria","Uninfected","0",153
"Appleton","KJM","2022-06-02","Pulicaria","Uninfected","0",153
"Appleton","KJM","2022-06-02","Pulicaria","Uninfected","0",153
"Appleton","KJM","2022-06-02","Pulicaria","Uninfected","0",153
"Appleton","KJM","2022-06-02","Pulicaria","Uninfected","0",153
"Appleton","KJM","2022-06-02","Pulicaria","Uninfected","2",153
"Appleton","KJM","2022-06-02","Pulicaria","Uninfected","2",153
"Appleton","KJM","2022-06-02","Pulicaria","Coke","0",153
"Appleton","KJM","2022-06-02","Pulicaria","Spiro","0",153
"Appleton","KJM","2022-06-02","Pulicaria","Spiro","2",153
"Appleton","KJM","2022-06-02","Parvula","Uninfected","0",153
"Appleton","KJM","2022-06-02","Parvula","Uninfected","0",153
"Appleton","KJM","2022-06-02","Parvula","Uninfected","3",153
"Appleton","KJM","2022-06-02","Parvula","Uninfected","2",153
"Appleton","KJM","2022-06-02","Parvula","Uninfected","0",153
"Appleton","KJM","2022-06-02","Parvula","Uninfected","0",153
"Appleton","KJM","2022-06-02","Parvula","Uninfected","3",153
"Appleton","KJM","2022-06-02","Parvula","Uninfected","0",153
"Appleton","KJM","2022-06-02","Parvula","Uninfected","0",153
"Appleton","KJM","2022-06-02","Parvula","Uninfected","0",153
"Appleton","KJM","2022-06-02","Parvula","Uninfected","0",153
"Appleton","KJM","2022-06-02","Parvula","Uninfected","0",153
"Appleton","KJM","2022-06-02","Parvula","Uninfected","0",153
"Appleton","KJM","2022-06-02","Parvula","Uninfected","0",153
"Appleton","KJM","2022-06-02","Parvula","Uninfected","0",153
"Appleton","KJM","2022-06-02","Parvula","Uninfected","0",153
"Appleton","KJM","2022-06-02","Parvula","Uninfected","0",153
"Appleton","KJM","2022-06-02","Parvula","Uninfected","0",153
"Appleton","KJM","2022-06-02","Parvula","Uninfected","5",153
"Appleton","KJM","2022-06-02","Parvula","Uninfected","2",153
"Appleton","KJM","2022-06-02","Parvula","Uninfected","0",153
"Appleton","KJM","2022-06-02","Parvula","Uninfected","0",153
"Appleton","KJM","2022-06-02","Parvula","Uninfected","0",153
"Appleton","KJM","2022-06-02","Parvula","Uninfected","0",153
"Appleton","KJM","2022-06-02","Parvula","Uninfected","0",153
"Appleton","KJM","2022-06-02","Parvula","Uninfected","0",153
"Appleton","KJM","2022-06-02","Parvula","Uninfected","0",153
"Appleton","KJM","2022-06-02","Parvula","Uninfected","0",153
"Appleton","KJM","2022-06-02","Parvula","Uninfected","0",153
"Appleton","KJM","2022-06-02","Parvula","Spiro","0",153
"Appleton","KJM","2022-06-02","Parvula","Spiro","0",153
"Appleton","KJM","2022-06-02","Parvula","Spiro","4",153
"Appleton","KJM","2022-06-02","Parvula","Spiro","1",153
"Appleton","KJM","2022-06-02","Parvula","Spiro","2",153
"Appleton","KJM","2022-06-02","Parvula","Spiro","3",153
"Appleton","KJM","2022-06-02","Parvula","Spiro","0",153
"Appleton","KJM","2022-06-02","Parvula","Spiro","0",153
"Appleton","KJM","2022-06-02","Parvula","Spiro","0",153
"Appleton","KJM","2022-06-02","Parvula","Spiro","3",153
"Appleton","KJM","2022-06-02","Parvula","Spiro","0",153
"Appleton","KJM","2022-06-02","Parvula","Spiro","3",153
"Appleton","KJM","2022-06-02","Parvula","Spiro","5",153
"Appleton","KJM","2022-06-02","Parvula","Spiro","5",153
"Appleton","KJM","2022-06-02","Parvula","Spiro","0",153
"Appleton","KMM","2022-07-13","Dentifera","Uninfected","5",194
"Appleton","KMM","2022-07-13","Dentifera","Uninfected","1",194
"Appleton","KMM","2022-07-13","Dentifera","Uninfected","1",194
"Appleton","KMM","2022-07-13","Dentifera","Uninfected","2",194
"Appleton","KMM","2022-07-13","Dentifera","Uninfected","5",194
"Appleton","KMM","2022-07-13","Dentifera","Uninfected","1",194
"Appleton","KMM","2022-07-13","Dentifera","Uninfected","4",194
"Appleton","KMM","2022-07-13","Dentifera","Uninfected","2",194
"Appleton","KMM","2022-07-13","Dentifera","Uninfected","0",194
"Appleton","KMM","2022-07-13","Dentifera","Uninfected","2",194
"Appleton","KMM","2022-07-13","Dentifera","Uninfected","1",194
"Appleton","KMM","2022-07-13","Dentifera","Uninfected","0",194
"Appleton","KMM","2022-07-13","Dentifera","Uninfected","0",194
"Appleton","KMM","2022-07-13","Dentifera","Uninfected","0",194
"Appleton","KMM","2022-07-13","Dentifera","Uninfected","0",194
"Appleton","KMM","2022-07-13","Dentifera","Uninfected","4",194
"Appleton","KMM","2022-07-13","Dentifera","Uninfected","0",194
"Appleton","KMM","2022-07-13","Dentifera","Uninfected","0",194
"Appleton","KMM","2022-07-13","Dentifera","Uninfected","1",194
"Appleton","KMM","2022-07-13","Dentifera","Uninfected","2",194
"Appleton","KMM","2022-07-13","Dentifera","Uninfected","2",194
"Appleton","KMM","2022-07-13","Dentifera","Uninfected","3",194
"Appleton","KMM","2022-07-13","Dentifera","Uninfected","0",194
"Appleton","KMM","2022-07-13","Dentifera","Uninfected","0",194
"Appleton","KMM","2022-07-13","Dentifera","Uninfected","1",194
"Appleton","KMM","2022-07-13","Dentifera","Uninfected","6",194
"Appleton","KMM","2022-07-13","Dentifera","Uninfected","1",194
"Appleton","KMM","2022-07-13","Dentifera","Uninfected","1",194
"Appleton","KMM","2022-07-13","Dentifera","Uninfected","4",194
"Appleton","KMM","2022-07-13","Dentifera","Uninfected","3",194
"Appleton","KMM","2022-07-13","Dentifera","Uninfected","2",194
"Appleton","KMM","2022-07-13","Dentifera","Uninfected","3",194
"Appleton","KMM","2022-07-13","Retrocurva","Uninfected","2",194
"Appleton","KMM","2022-07-13","Retrocurva","Uninfected","3",194
"Appleton","KMM","2022-07-13","Retrocurva","Uninfected","0",194
"Appleton","KMM","2022-07-13","Retrocurva","Uninfected","1",194
"Appleton","KMM","2022-07-13","Retrocurva","Uninfected","1",194
"Appleton","KMM","2022-07-13","Retrocurva","Uninfected","2",194
"Appleton","KMM","2022-07-13","Retrocurva","Uninfected","1",194
"Appleton","KMM","2022-07-13","Retrocurva","Uninfected","0",194
"Appleton","KMM","2022-07-13","Retrocurva","Uninfected","0",194
"Appleton","KMM","2022-07-13","Retrocurva","Uninfected","0",194
"Appleton","KMM","2022-07-13","Retrocurva","Uninfected","0",194
"Appleton","KMM","2022-07-13","Retrocurva","Uninfected","3",194
"Appleton","KMM","2022-07-13","Retrocurva","Uninfected","1",194
"Appleton","KMM","2022-07-13","Retrocurva","Uninfected","0",194
"Appleton","KMM","2022-07-13","Retrocurva","Uninfected","0",194
"Appleton","KMM","2022-07-13","Retrocurva","Uninfected","0",194
"Appleton","KMM","2022-07-13","Retrocurva","Uninfected","0",194
"Appleton","KMM","2022-07-13","Retrocurva","Uninfected","0",194
"Appleton","KMM","2022-07-13","Retrocurva","Uninfected","0",194
"Appleton","KMM","2022-07-13","Retrocurva","Uninfected","5",194
"Appleton","KMM","2022-07-13","Retrocurva","Uninfected","2",194
"Appleton","KMM","2022-07-13","Retrocurva","Uninfected","1",194
"Appleton","KMM","2022-07-13","Retrocurva","Uninfected","2",194
"Appleton","KMM","2022-07-13","Retrocurva","Uninfected","2",194
"Appleton","KMM","2022-07-13","Retrocurva","Uninfected","1",194
"Appleton","KMM","2022-07-13","Retrocurva","Uninfected","2",194
"Appleton","KMM","2022-07-13","Retrocurva","Uninfected","2",194
"Appleton","KMM","2022-07-13","Pulicaria","Uninfected","2",194
"Appleton","KMM","2022-07-13","Pulicaria","Uninfected","3",194
"Appleton","KMM","2022-07-13","Pulicaria","Uninfected","0",194
"Appleton","KMM","2022-07-13","Pulicaria","Uninfected","3",194
"Appleton","KMM","2022-07-13","Pulicaria","Uninfected","0",194
"Appleton","KMM","2022-07-13","Pulicaria","Uninfected","0",194
"Appleton","KMM","2022-07-13","Pulicaria","Uninfected","0",194
"Appleton","KMM","2022-07-13","Pulicaria","Uninfected","0",194
"Appleton","KMM","2022-07-13","Pulicaria","Uninfected","0",194
"Appleton","KMM","2022-07-13","Pulicaria","Uninfected","2",194
"Appleton","KMM","2022-07-13","Pulicaria","Uninfected","3",194
"Appleton","KMM","2022-07-13","Pulicaria","Uninfected","0",194
"Appleton","KMM","2022-07-13","Pulicaria","Uninfected","1",194
"Appleton","KMM","2022-07-13","Pulicaria","Uninfected","0",194
"Appleton","KMM","2022-07-13","Pulicaria","Uninfected","0",194
"Appleton","KMM","2022-07-13","Pulicaria","Uninfected","1",194
"Appleton","KMM","2022-07-13","Pulicaria","Uninfected","3",194
"Appleton","KMM","2022-07-13","Pulicaria","Uninfected","0",194
"Appleton","KMM","2022-07-13","Pulicaria","Uninfected","0",194
"Appleton","KMM","2022-07-13","Pulicaria","Uninfected","5",194
"Appleton","KMM","2022-07-13","Pulicaria","Uninfected","0",194
"Appleton","KMM","2022-07-13","Pulicaria","Uninfected","2",194
"Appleton","KMM","2022-07-13","Pulicaria","Uninfected","3",194
"Appleton","KMM","2022-07-13","Pulicaria","Coke","0",194
"Appleton","KMM","2022-07-13","Pulicaria","Coke","0",194
"Appleton","KMM","2022-07-13","Pulicaria","Coke","0",194
"Appleton","MKD","2022-07-27","Dentifera","Uninfected","3",208
"Appleton","MKD","2022-07-27","Dentifera","Uninfected","2",208
"Appleton","MKD","2022-07-27","Dentifera","Uninfected","2",208
"Appleton","MKD","2022-07-27","Dentifera","Uninfected","5",208
"Appleton","MKD","2022-07-27","Dentifera","Uninfected","2",208
"Appleton","MKD","2022-07-27","Dentifera","Uninfected","4",208
"Appleton","MKD","2022-07-27","Dentifera","Uninfected","2",208
"Appleton","MKD","2022-07-27","Dentifera","Uninfected","4",208
"Appleton","MKD","2022-07-27","Dentifera","Uninfected","1",208
"Appleton","MKD","2022-07-27","Dentifera","Uninfected","4",208
"Appleton","MKD","2022-07-27","Dentifera","Uninfected","3",208
"Appleton","MKD","2022-07-27","Dentifera","Uninfected","3",208
"Appleton","MKD","2022-07-27","Dentifera","Uninfected","2",208
"Appleton","MKD","2022-07-27","Dentifera","Coke","0",208
"Appleton","MKD","2022-07-27","Dentifera","Coke","2",208
"Appleton","MKD","2022-07-27","Dentifera","Coke","0",208
"Appleton","MKD","2022-07-27","Dentifera","Coke","0",208
"Appleton","MKD","2022-07-27","Dentifera","Coke","6",208
"Appleton","MKD","2022-07-27","Dentifera","Coke","3",208
"Appleton","MKD","2022-07-27","Dentifera","Coke","3",208
"Appleton","MKD","2022-07-27","Retrocurva","Uninfected","1",208
"Appleton","MKD","2022-07-27","Retrocurva","Uninfected","1",208
"Appleton","MKD","2022-07-27","Retrocurva","Uninfected","3",208
"Appleton","MKD","2022-07-27","Retrocurva","Uninfected","0",208
"Appleton","MKD","2022-07-27","Retrocurva","Uninfected","0",208
"Appleton","MKD","2022-07-27","Retrocurva","Uninfected","1",208
"Appleton","MKD","2022-07-27","Retrocurva","Uninfected","0",208
"Appleton","MKD","2022-07-27","Retrocurva","Uninfected","1",208
"Appleton","MKD","2022-07-27","Retrocurva","Uninfected","1",208
"Appleton","MKD","2022-07-27","Retrocurva","Uninfected","2",208
"Appleton","MKD","2022-07-27","Retrocurva","Uninfected","2",208
"Appleton","MKD","2022-07-27","Retrocurva","Uninfected","0",208
"Appleton","MKD","2022-07-27","Retrocurva","Uninfected","1",208
"Appleton","MKD","2022-07-27","Retrocurva","Uninfected","1",208
"Appleton","MKD","2022-07-27","Retrocurva","Uninfected","1",208
"Appleton","MKD","2022-07-27","Retrocurva","Uninfected","1",208
"Appleton","MKD","2022-07-27","Retrocurva","Uninfected","1",208
"Appleton","MKD","2022-07-27","Retrocurva","Uninfected","2",208
"Appleton","MKD","2022-07-27","Retrocurva","Uninfected","2",208
"Appleton","MKD","2022-07-27","Retrocurva","Uninfected","0",208
"Appleton","MKD","2022-07-27","Retrocurva","Uninfected","3",208
"Appleton","MKD","2022-07-27","Retrocurva","Uninfected","2",208
"Appleton","MKD","2022-07-27","Retrocurva","Uninfected","1",208
"Appleton","MKD","2022-07-27","Ambigua","Uninfected","0",208
"Appleton","MKD","2022-07-27","Ambigua","Spiro","0",208
"Appleton","MKD","2022-07-27","Dubia","Uninfected","1",208
"Appleton","MKD","2022-07-27","Dubia","Uninfected","0",208
"Appleton","MKD","2022-07-27","Dubia","Uninfected","0",208
"Appleton","MKD","2022-07-27","Dubia","Uninfected","0",208
"Appleton","MKD","2022-07-27","Dubia","Uninfected","0",208
"Appleton","MKD","2022-07-27","Dubia","Uninfected","1",208
"Appleton","MKD","2022-07-27","Dubia","Uninfected","0",208
"Appleton","MKD","2022-07-27","Dubia","Uninfected","0",208
"Appleton","MKD","2022-07-27","Dubia","Uninfected","1",208
"Appleton","MKD","2022-07-27","Dubia","Uninfected","0",208
"Appleton","MKD","2022-07-27","Dubia","Uninfected","1",208
"Appleton","MKD","2022-07-27","Dubia","Uninfected","0",208
"Appleton","MKD","2022-07-27","Dubia","Uninfected","1",208
"Appleton","MKD","2022-07-27","Dubia","Uninfected","0",208
